Rank,Symbol,Latest_Return_%,RSI,MACD_Histogram,BB_Position,ATR_%,Volume_Surge_x,Corp_Ann_Sentiment,News_Sentiment,News_Articles,Blended_Sentiment,Patterns_Detected,Surge_Prob_%,Above_Threshold,Confidence
567,ITDC,-1.55,73.2,13.2546,0.96,4.74,0.28,0.0,0.3,7,0.18,Gap-Up,17.9,NO,LOW ★
568,ORIENTALTL,-0.72,18.9,-0.028,0.16,4.96,1.43,0.0,0.25,2,0.15,Doji,17.9,NO,LOW ★
569,BOROSCI,-0.09,54.0,-1.7689,0.44,5.24,0.79,0.0,0.1,7,0.06,Doji,17.9,NO,LOW ★
570,BHARATGEAR,0.89,30.7,-1.8582,0.29,4.76,0.8,0.0,0.11,7,0.06,Accumulation,17.9,NO,LOW ★
571,MENNPIS,-2.12,63.0,0.5504,0.7,9.37,0.24,0.0,0.0,3,0.0,Gap-Up,17.9,NO,LOW ★
572,MUNJALAU,0.66,53.3,0.0873,0.67,5.64,0.04,0.0,0.3,5,0.18,Doji,17.9,NO,LOW ★
573,BORORENEW,-1.7,62.4,0.7816,0.86,3.97,0.65,0.0,0.29,7,0.18,—,17.9,NO,LOW ★
574,LOKESHMACH,-1.99,71.2,4.9664,0.83,3.62,0.85,0.0,0.19,4,0.11,—,17.9,NO,LOW ★
575,TANLA,5.46,64.6,0.9966,1.0,3.06,2.61,0.0,0.31,7,0.18,Breakout,17.9,NO,LOW ★
576,RETAIL,0.28,43.1,0.103,0.5,8.46,0.13,0.0,0.07,7,0.04,"Accumulation, Doji",17.9,NO,LOW ★
577,PILITA,0.45,62.8,0.0067,0.69,5.08,0.74,0.0,0.0,4,0.0,—,17.9,NO,LOW ★
578,SGIL,1.67,56.3,1.013,0.95,4.32,1.39,0.0,0.17,7,0.1,—,17.9,NO,LOW ★
579,JAGSNPHARM,0.38,66.2,-0.2688,0.65,6.09,0.29,0.0,0.13,7,0.08,Doji,17.8,NO,LOW ★
580,LIBERTSHOE,0.51,63.0,1.0145,0.78,5.33,1.44,0.0,0.0,7,0.0,Gap-Up,17.8,NO,LOW ★
581,BLUECOAST,-1.2,46.4,-0.0775,0.01,6.77,0.52,0.0,-0.03,7,-0.02,—,17.8,NO,LOW ★
582,KHADIM,-4.41,30.4,-0.7505,0.0,4.07,4.73,0.0,-0.17,7,-0.1,—,17.8,NO,LOW ★
583,ABREL,3.06,69.6,10.361,0.9,3.85,0.94,0.0,-0.05,7,-0.03,—,17.8,NO,LOW ★
584,CURAA,0.0,36.6,-0.3191,0.2,6.96,0.37,0.0,0.0,7,0.0,—,17.8,NO,LOW ★
585,TIMETECHNO,4.41,57.6,0.1727,0.96,3.11,2.4,0.0,0.02,7,0.01,Breakout,17.8,NO,LOW ★
586,E2E,0.0,38.5,100.5513,0.48,5.09,0.74,0.0,0.2,7,0.12,"Consolidation, Gap-Up",17.8,NO,LOW ★
587,FIVESTAR,0.0,73.8,0.5033,0.72,4.13,1.22,0.0,0.0,7,0.0,—,17.8,NO,LOW ★
588,TOTAL,-2.01,66.1,0.6354,0.91,5.15,0.04,0.0,0.09,7,0.05,—,17.8,NO,LOW ★
589,GENCON,-0.22,59.5,-0.0753,0.54,4.88,1.32,0.0,0.13,5,0.08,—,17.8,NO,LOW ★
590,RRIL,0.69,44.3,-0.0913,0.26,5.89,1.94,0.0,-0.13,7,-0.08,Accumulation,17.8,NO,LOW ★
591,HTMEDIA,-1.89,62.0,0.3271,0.88,5.78,0.51,0.0,-0.19,7,-0.12,Gap-Up,17.8,NO,LOW ★
592,GUFICBIO,1.41,64.6,-1.3048,0.79,5.28,0.67,0.0,0.0,4,0.0,—,17.8,NO,LOW ★
593,TRITURBINE,-0.96,36.0,-11.2823,0.04,5.11,1.6,0.0,0.2,7,0.12,—,17.8,NO,LOW ★
594,VENKEYS,5.74,62.2,6.2627,1.0,3.01,2.6,0.0,-0.06,7,-0.03,Breakout,17.8,NO,LOW ★
595,ANTELOPUS,2.88,59.5,-2.3151,0.72,5.0,0.81,0.0,0.12,7,0.07,—,17.8,NO,LOW ★
596,BGRENERGY,3.94,32.5,-3.649,0.24,5.01,0.76,0.0,0.17,7,0.1,—,17.7,NO,LOW ★
597,COCKERILL,2.2,56.5,-90.6763,0.83,3.95,3.34,0.0,0.36,7,0.22,"Consolidation, Gap-Up, Doji",17.7,NO,LOW ★
598,CENTRUM,0.0,60.2,0.0588,0.63,6.22,2.81,0.0,0.31,7,0.18,Doji,17.7,NO,LOW ★
599,MAYURUNIQ,0.03,51.6,-6.3801,0.51,4.42,0.9,0.0,0.0,7,0.0,Hammer,17.7,NO,LOW ★
600,MARKOLINES,0.7,44.6,-1.8238,0.27,4.31,0.38,0.0,0.25,7,0.15,Accumulation,17.7,NO,LOW ★
601,OMFREIGHT,0.68,64.0,-0.0723,0.6,8.44,0.23,0.0,0.02,7,0.01,—,17.7,NO,LOW ★
602,NUVAMA,2.22,73.9,11.1742,0.99,3.14,0.69,0.0,0.13,7,0.08,—,17.7,NO,LOW ★
603,SHYAMCENT,0.35,68.9,0.0206,0.71,6.5,0.89,0.0,0.0,2,0.0,—,17.7,NO,LOW ★
604,DBCORP,1.05,49.2,0.8518,0.68,3.83,0.4,0.0,0.45,7,0.27,Doji,17.7,NO,LOW ★
605,PVP,1.02,32.9,-0.2642,0.2,5.33,0.87,0.0,0.13,7,0.08,Engulfing,17.7,NO,LOW ★
606,HIMATSEIDE,1.5,54.8,-0.2959,0.57,4.45,0.64,0.0,0.11,7,0.07,—,17.7,NO,LOW ★
607,REFEX,-1.42,54.5,-2.7219,0.56,4.23,0.77,0.0,0.16,7,0.1,Accumulation,17.7,NO,LOW ★
608,AQYLON,0.0,40.3,0.858,0.25,6.24,0.41,0.0,-0.06,7,-0.03,—,17.7,NO,LOW ★
609,GENUSPOWER,3.26,48.0,-1.3822,0.46,5.38,0.66,0.0,0.04,7,0.02,—,17.7,NO,LOW ★
610,SWIGGY,-2.74,62.4,3.8703,0.94,3.54,0.84,0.0,0.0,7,0.0,—,17.7,NO,LOW ★
611,TINNARUBR,1.34,65.4,-3.0301,0.84,4.77,0.89,0.0,0.0,7,0.0,—,17.7,NO,LOW ★
612,EASTSILK,0.79,53.1,0.4811,0.79,5.68,0.16,0.0,0.0,3,0.0,—,17.7,NO,LOW ★
613,UCAL,0.9,60.0,-0.789,0.57,5.41,0.33,0.0,-0.03,7,-0.02,Accumulation,17.7,NO,LOW ★
614,GATECHDVR,0.0,36.4,-0.0009,0.18,6.82,0.52,0.0,0.0,3,0.0,Doji,17.7,NO,LOW ★
615,VERTOZ,1.59,30.9,0.0505,0.34,5.24,0.69,0.0,0.14,7,0.08,—,17.7,NO,LOW ★
616,ADFFOODS,0.74,57.1,-0.5562,0.83,4.94,0.42,0.0,0.32,7,0.19,—,17.7,NO,LOW ★
617,HMT,-0.55,49.7,-0.4738,0.48,4.7,0.3,0.0,0.21,7,0.13,—,17.6,NO,LOW ★
618,MACPOWER,-0.04,71.0,11.2555,0.72,5.71,0.24,0.0,0.09,7,0.06,Gap-Up,17.6,NO,LOW ★
619,VENUSPIPES,0.26,72.2,3.5675,0.74,4.26,0.47,0.0,0.32,7,0.19,—,17.6,NO,LOW ★
620,HEXT,2.04,65.6,2.4013,0.85,4.35,0.56,0.0,0.0,7,0.0,—,17.6,NO,LOW ★
621,CINEVISTA,0.0,49.4,-0.1359,0.33,7.02,1.12,0.0,0.0,7,0.0,—,17.6,NO,LOW ★
622,TIJARIA,-1.61,33.7,-0.0101,0.31,8.1,0.59,0.0,-0.15,4,-0.09,—,17.6,NO,LOW ★
623,INDOTHAI,0.84,40.6,-0.6857,0.16,5.99,0.66,0.0,-0.1,7,-0.06,Accumulation,17.6,NO,LOW ★
624,ABANSENT,-2.2,46.1,0.049,0.31,6.87,1.94,0.0,0.0,3,0.0,Gap-Up,17.6,NO,LOW ★
625,GLOBECIVIL,-2.56,31.6,-0.1308,0.16,5.01,2.54,0.0,0.0,7,0.0,—,17.6,NO,LOW ★
626,PASUPTAC,2.4,19.5,-1.0063,0.15,5.16,1.33,0.0,0.31,7,0.19,Engulfing,17.6,NO,LOW ★
627,GTPL,3.51,37.8,0.0142,0.43,3.9,1.49,0.0,0.1,7,0.06,—,17.6,NO,LOW ★
628,GUJENERGY,1.13,12.7,-6.3931,0.2,5.45,1.69,0.0,0.17,7,0.1,Doji,17.6,NO,LOW ★
629,MVGJL,-1.19,63.1,1.7112,0.93,4.08,0.92,0.0,0.0,6,0.0,—,17.6,NO,LOW ★
630,SOUTHBANK,3.6,39.1,-0.3632,0.4,4.15,0.66,0.0,0.09,7,0.05,—,17.6,NO,LOW ★
631,FILATEX,1.95,71.6,0.6142,1.0,4.34,0.72,0.0,-0.06,7,-0.04,"Gap-Up, Doji",17.6,NO,LOW ★
632,ANKITMETAL,0.67,45.5,0.0037,0.55,6.62,0.66,0.0,0.0,3,0.0,Hammer,17.6,NO,LOW ★
633,MANORG,-0.31,36.7,-1.5376,0.48,5.45,0.57,0.0,-0.05,7,-0.03,Doji,17.6,NO,LOW ★
634,INDIAGLYCO,2.4,72.7,8.5834,0.82,3.88,0.63,0.0,0.09,7,0.06,—,17.6,NO,LOW ★
635,BANSALWIRE,0.0,59.3,-2.0757,0.51,5.45,0.62,0.0,0.11,7,0.07,—,17.6,NO,LOW ★
636,GVPTECH,-0.44,50.7,-0.03,0.45,6.05,0.37,0.0,-0.23,7,-0.14,—,17.5,NO,LOW ★
637,MODTHREAD,0.78,62.1,0.1483,0.69,7.1,0.74,0.0,0.0,5,0.0,Engulfing,17.5,NO,LOW ★
638,MAFATIND,-1.21,55.5,-0.408,0.51,5.76,1.86,0.0,0.0,7,0.0,—,17.5,NO,LOW ★
639,KOTHARIPET,-1.36,62.7,1.1012,0.74,4.16,0.14,0.0,0.11,7,0.06,—,17.5,NO,LOW ★
640,UFLEX,3.92,66.2,1.7026,1.0,2.62,3.59,0.0,0.04,7,0.03,Breakout,17.5,NO,LOW ★
641,TIRUPATIFL,1.51,75.7,0.9859,0.77,7.5,0.3,0.0,0.22,3,0.13,Gap-Up,17.5,NO,LOW ★
642,KOPRAN,3.94,52.3,-0.6933,0.79,4.99,1.99,0.0,-0.15,7,-0.09,—,17.5,NO,LOW ★
643,EUROTEXIND,0.27,22.4,-0.4081,0.15,6.43,0.74,0.0,0.0,2,0.0,Doji,17.5,NO,LOW ★
644,TARIL,2.97,44.6,-1.5378,0.63,4.53,0.89,0.0,0.36,7,0.22,—,17.5,NO,LOW ★
645,TIRUMALCHM,0.89,50.4,0.5905,0.34,5.48,1.64,0.0,0.0,7,0.0,Doji,17.5,NO,LOW ★
646,TRIGYN,2.82,35.1,-0.1243,0.39,4.83,0.81,0.0,0.1,7,0.06,Gap-Up,17.5,NO,LOW ★
647,UFBL,3.96,67.3,-1.127,0.96,5.18,3.49,0.0,-0.13,7,-0.08,"Breakout, Gap-Up, Hammer",17.5,NO,LOW ★
648,BASML,3.81,55.5,-0.1557,0.58,5.8,0.97,0.0,0.0,2,0.0,Engulfing,17.5,NO,LOW ★
649,ASIANHOTNR,0.0,58.3,0.6319,0.59,7.57,0.83,0.0,0.08,6,0.05,Gap-Up,17.5,NO,LOW ★
650,NIITMTS,0.34,63.1,2.8346,0.79,5.16,0.11,0.0,-0.04,7,-0.03,—,17.5,NO,LOW ★
651,NIACL,0.16,36.2,-0.9724,0.54,4.94,0.51,0.0,0.32,7,0.19,Accumulation,17.5,NO,LOW ★
652,SHANTI,3.08,53.7,0.0179,0.67,5.93,2.42,0.0,0.0,7,0.0,—,17.5,NO,LOW ★
653,GPTINFRA,-0.05,53.7,-1.1412,0.42,5.35,0.95,0.0,0.29,7,0.17,Accumulation,17.5,NO,LOW ★
654,IIFL,1.47,56.2,1.4831,0.99,3.72,0.97,0.0,0.36,7,0.21,—,17.5,NO,LOW ★
655,INDOFARM,-1.16,55.9,0.9365,0.73,6.01,0.07,0.0,0.1,7,0.06,Gap-Up,17.5,NO,LOW ★
656,WPIL,-2.33,49.3,-3.2174,0.27,4.96,1.87,0.0,0.18,7,0.11,—,17.5,NO,LOW ★
657,DUCON,0.0,15.1,-0.0405,0.16,4.98,1.17,0.0,0.1,7,0.06,Doji,17.5,NO,LOW ★
658,CAPACITE,2.21,53.0,-2.4292,0.41,5.66,0.34,0.0,-0.03,7,-0.02,—,17.5,NO,LOW ★
659,VINCOFE,-0.98,58.7,0.1042,0.86,4.57,0.69,0.0,0.11,7,0.07,—,17.4,NO,LOW ★
660,VIVIMEDLAB,0.0,30.2,-0.0258,0.1,6.11,0.87,0.0,-0.05,5,-0.03,Doji,17.4,NO,LOW ★
661,CREDITACC,-1.08,65.4,4.6761,0.7,3.54,0.76,0.0,0.29,7,0.18,—,17.4,NO,LOW ★
662,VARROC,0.31,65.1,1.1895,0.82,3.72,0.98,0.0,0.11,7,0.07,—,17.4,NO,LOW ★
663,TPHQ,0.0,16.7,-0.0024,0.0,5.08,2.22,0.0,0.02,5,0.01,Doji,17.4,NO,LOW ★
664,SUDEEPPHRM,2.74,46.0,-8.6414,0.45,4.72,0.63,0.73,0.0,7,0.29,—,17.4,NO,LOW ★
665,JNKINDIA,-0.02,55.2,-3.0683,0.86,6.07,0.46,0.0,0.18,7,0.11,Gap-Up,17.4,NO,LOW ★
666,CUB,0.1,76.3,4.2597,0.92,3.57,0.9,0.0,0.04,7,0.02,—,17.4,NO,LOW ★
667,SUBROS,0.99,62.0,-2.5994,0.59,4.56,0.7,0.0,0.21,7,0.13,—,17.4,NO,LOW ★
668,PRITI,1.55,37.4,-0.0293,0.42,5.81,0.52,0.0,0.12,7,0.07,Doji,17.4,NO,LOW ★
669,BAGFILMS,1.58,31.7,-0.0224,0.25,6.71,0.6,0.0,0.0,7,0.0,—,17.4,NO,LOW ★
670,PREMIERPOL,-0.63,50.1,-0.466,0.53,5.76,0.95,0.0,0.2,6,0.12,Gap-Up,17.4,NO,LOW ★
671,PNGJL,1.16,67.1,6.2801,0.97,3.3,1.06,0.0,0.08,7,0.05,Gap-Up,17.4,NO,LOW ★
672,PCJEWELLER,1.63,64.6,0.1046,0.9,6.0,0.58,0.0,0.25,7,0.15,Gap-Up,17.4,NO,LOW ★
673,SGMART,-0.2,73.7,6.9425,1.0,3.98,0.12,0.0,-0.08,7,-0.05,—,17.4,NO,LOW ★
674,NGLFINE,-0.55,56.0,-4.5793,0.78,5.42,0.31,0.0,0.0,7,0.0,—,17.4,NO,LOW ★
675,EIFFL,2.51,39.2,-3.6439,0.56,5.75,4.29,0.0,0.15,7,0.09,"Gap-Up, Accumulation, Doji",17.4,NO,LOW ★
676,FLEXITUFF,-0.95,11.5,-0.0827,0.17,6.22,0.66,0.0,-0.18,5,-0.11,—,17.4,NO,LOW ★
677,GRWRHITECH,0.66,56.4,-37.1444,0.75,3.99,1.12,0.0,0.15,7,0.09,—,17.4,NO,LOW ★
678,NOCIL,-1.38,62.1,-0.49,0.51,5.09,0.47,0.0,0.14,7,0.09,—,17.4,NO,LOW ★
679,OLECTRA,1.98,33.3,-16.5826,0.45,4.16,0.89,0.0,0.27,7,0.16,Accumulation,17.4,NO,LOW ★
680,MTARTECH,2.34,26.2,-135.4506,0.27,5.61,0.84,0.0,0.33,7,0.2,Accumulation,17.4,NO,LOW ★
681,INDUSTOWER,2.01,46.1,1.1887,0.63,2.69,0.39,0.0,0.14,7,0.08,—,17.3,NO,LOW ★
682,ZODIACLOTH,1.1,45.3,-0.4427,0.46,6.65,0.32,0.0,0.0,0,0.0,—,17.3,NO,LOW ★
683,SHAH,1.53,49.8,0.0492,0.56,6.74,0.14,0.0,-0.06,7,-0.03,"Gap-Up, Doji",17.3,NO,LOW ★
684,XCHANGING,3.79,55.2,0.177,0.82,3.48,0.98,0.0,0.13,7,0.08,—,17.3,NO,LOW ★
685,CNL,0.64,77.8,8.0201,1.0,4.48,0.57,0.0,0.53,7,0.32,Gap-Up,17.3,NO,LOW ★
686,THAKDEV,-3.1,56.7,0.5232,0.6,4.25,0.23,0.0,0.0,2,0.0,Accumulation,17.3,NO,LOW ★
687,KMSUGAR,3.5,56.8,0.2009,0.95,3.46,1.45,0.0,0.13,7,0.08,—,17.3,NO,LOW ★
688,CIFL,-1.15,15.2,-0.1303,0.17,5.22,6.22,0.0,0.22,7,0.13,—,17.3,NO,LOW ★
689,CLEANMAX,0.94,47.7,-11.8773,0.53,6.53,0.67,0.0,-0.17,7,-0.1,"Gap-Up, Hammer",17.3,NO,LOW ★
690,ISHANCH,0.38,38.4,-0.1323,0.08,5.36,1.27,0.0,0.29,3,0.18,—,17.3,NO,LOW ★
691,COHANCE,0.0,42.7,-0.3335,0.65,3.97,0.84,0.0,0.27,7,0.16,—,17.3,NO,LOW ★
692,DIFFNKG,0.8,60.5,-2.9676,0.63,4.97,0.37,0.0,0.11,7,0.06,—,17.3,NO,LOW ★
693,NRAIL,3.78,38.0,-2.2622,0.38,5.16,0.29,0.0,0.0,6,0.0,—,17.3,NO,LOW ★
694,GAYAHWS,1.1,13.0,-0.0267,0.07,6.71,0.81,0.0,0.0,0,0.0,Gap-Up,17.3,NO,LOW ★
695,ASIANENE,0.95,30.3,-4.9114,0.25,4.27,1.51,0.0,0.17,5,0.1,Doji,17.3,NO,LOW ★
696,OSIAHYPER,0.31,35.7,0.0487,0.4,5.94,0.86,0.0,-0.03,7,-0.02,"Accumulation, Doji",17.3,NO,LOW ★
697,PAGEIND,-3.0,47.2,-248.1454,0.27,3.46,1.0,0.0,0.26,7,0.16,—,17.3,NO,LOW ★
698,TEXRAIL,2.36,59.3,0.4837,0.82,4.11,0.3,0.0,0.27,7,0.16,—,17.2,NO,LOW ★
699,HESTERBIO,0.89,53.6,-19.7832,0.47,4.57,0.58,0.0,0.06,5,0.04,—,17.2,NO,LOW ★
700,JUBLINGREA,0.95,73.1,11.1709,1.0,3.34,1.2,0.0,0.0,7,0.0,—,17.2,NO,LOW ★
701,GRPLTD,-1.02,52.5,4.4445,0.7,3.74,1.27,0.0,-0.09,7,-0.05,—,17.2,NO,LOW ★
702,CARRARO,1.46,52.4,0.9945,0.76,4.45,0.52,0.0,0.0,7,0.0,—,17.2,NO,LOW ★
703,STEL,-0.18,38.8,-8.0358,0.3,5.22,0.57,0.0,0.3,7,0.18,—,17.2,NO,LOW ★
704,GULFPETRO,1.9,44.0,-0.3404,0.29,4.34,0.8,0.5,0.13,7,0.28,Engulfing,17.2,NO,LOW ★
705,BROOKS,-0.1,55.4,-0.6961,0.46,6.45,1.72,0.0,0.01,7,0.01,"Gap-Up, Hammer",17.2,NO,LOW ★
706,OMINFRAL,0.96,57.6,0.5074,0.85,4.44,0.95,0.0,0.13,6,0.08,Doji,17.2,NO,LOW ★
707,RATNAVEER,-0.14,35.1,-0.3099,0.55,4.69,0.2,0.0,0.12,7,0.07,Accumulation,17.2,NO,LOW ★
708,PARKHOSPS,-1.4,54.7,-1.3988,0.58,4.02,0.93,0.0,0.12,7,0.07,—,17.2,NO,LOW ★
709,BATLIBOI,2.11,58.3,-0.1215,0.61,4.8,1.14,0.0,0.04,7,0.03,Accumulation,17.2,NO,LOW ★
710,20MICRONS,2.27,61.2,-0.8268,0.62,4.91,0.65,0.0,0.09,7,0.06,—,17.2,NO,LOW ★
711,EASEMYTRIP,2.22,25.8,-0.0677,0.25,4.36,0.74,0.0,0.12,7,0.07,—,17.2,NO,LOW ★
712,GKENERGY,-1.1,41.9,-0.7448,0.42,4.92,0.63,0.0,-0.03,7,-0.02,Accumulation,17.2,NO,LOW ★
713,YUKEN,2.86,71.5,1.2987,0.75,4.03,1.09,0.0,0.0,7,0.0,—,17.2,NO,LOW ★
714,PKTEA,-3.76,44.7,-0.8633,0.08,6.12,13.1,0.0,0.0,1,0.0,Gap-Up,17.1,NO,LOW ★
715,PRADPME,-0.66,50.9,-8.2768,0.39,5.46,0.63,0.0,0.0,0,0.0,—,17.1,NO,LOW ★
716,KREBSBIO,-2.51,24.0,-0.963,0.12,6.63,0.4,0.0,0.0,1,0.0,Gap-Up,17.1,NO,LOW ★
717,THEJO,1.68,60.9,2.4993,0.71,3.87,0.68,0.0,0.13,7,0.08,—,17.1,NO,LOW ★
718,TALBROAUTO,-0.17,72.6,-1.2841,0.66,4.78,0.49,0.0,0.18,7,0.11,—,17.1,NO,LOW ★
719,HIRECT,1.35,33.1,-16.8434,0.14,4.69,0.5,0.73,0.12,7,0.37,Doji,17.1,NO,LOW ★
720,CHEMBOND,1.42,58.3,-0.4443,0.57,5.49,0.52,0.0,-0.01,7,-0.0,"Gap-Up, Accumulation",17.1,NO,LOW ★
721,MADHUCON,3.92,47.4,-0.0442,0.51,5.24,0.4,0.0,-0.26,5,-0.16,—,17.1,NO,LOW ★
722,COASTCORP,0.0,51.5,0.2193,0.58,4.92,0.82,0.0,0.31,7,0.18,—,17.1,NO,LOW ★
723,MASTEK,4.22,60.1,7.6357,1.0,2.89,2.51,0.0,0.38,7,0.23,Breakout,17.1,NO,LOW ★
724,GUJRAFFIA,-4.18,31.3,-0.2037,0.02,5.13,1.03,0.0,0.0,2,0.0,Accumulation,17.1,NO,LOW ★
725,SILLYMONKS,-1.35,35.8,-0.0662,0.24,5.48,0.89,0.0,0.11,6,0.07,Doji,17.1,NO,LOW ★
726,MMFL,2.61,68.6,6.087,1.0,4.05,1.14,0.0,0.0,7,0.0,Gap-Up,17.1,NO,LOW ★
727,OCCLLTD,3.28,40.8,-1.6772,0.3,4.19,3.25,0.0,0.16,5,0.1,—,17.1,NO,LOW ★
728,SAMBHV,-0.45,65.8,0.9249,0.98,4.06,0.74,0.0,0.27,7,0.16,—,17.1,NO,LOW ★
729,PAVNAIND,-0.88,34.5,-0.0536,0.18,5.43,2.29,0.0,0.13,6,0.08,Accumulation,17.0,NO,LOW ★
730,BLBLIMITED,0.0,62.5,0.0119,0.51,6.47,1.23,0.0,0.11,7,0.06,—,17.0,NO,LOW ★
731,NAGREEKEXP,0.46,9.8,-0.2604,0.06,5.73,0.82,0.0,0.0,1,0.0,—,17.0,NO,LOW ★
732,WELSPLSOL,0.63,30.8,-0.9691,0.31,5.7,0.35,0.0,0.0,7,0.0,—,17.0,NO,LOW ★
733,RUSHIL,0.12,35.1,-0.1526,0.28,5.27,0.52,0.0,0.11,7,0.06,Doji,17.0,NO,LOW ★
734,ATLANTAELE,0.0,26.0,-12.285,0.32,4.51,0.6,0.0,0.19,7,0.12,—,17.0,NO,LOW ★
735,VMSTMT,-0.92,54.1,0.2432,0.6,4.09,0.38,0.0,0.04,7,0.03,—,17.0,NO,LOW ★
736,DYNAMATECH,-1.45,46.0,48.106,0.61,4.3,0.79,0.0,0.11,7,0.07,—,17.0,NO,LOW ★
737,ASTEC,0.37,17.7,-8.0771,0.22,4.6,0.78,0.0,0.07,7,0.04,Doji,17.0,NO,LOW ★
738,PDSL,2.06,60.0,-2.1877,0.61,4.15,0.37,0.0,0.04,7,0.03,Accumulation,17.0,NO,LOW ★
739,DMCC,-1.59,60.8,2.0263,0.91,4.5,0.56,0.0,0.04,7,0.03,Gap-Up,17.0,NO,LOW ★
740,PRAVEG,1.61,52.6,0.1807,0.46,6.01,0.5,0.0,0.09,7,0.06,Doji,17.0,NO,LOW ★
741,PUNJABCHEM,1.61,62.4,4.7352,0.91,4.63,0.21,0.0,0.28,7,0.17,—,17.0,NO,LOW ★
742,JUBLCPL,0.18,69.5,4.0299,0.71,4.65,0.41,0.0,0.0,5,0.0,—,17.0,NO,LOW ★
743,LTF,0.05,71.2,1.6638,0.74,3.27,1.27,0.0,-0.06,7,-0.03,—,17.0,NO,LOW ★
744,SOUTHWEST,-1.5,37.7,-0.009,0.39,5.79,0.41,0.0,-0.05,7,-0.03,—,17.0,NO,LOW ★
745,HBESD,1.12,48.9,-0.3511,0.41,6.71,5.56,0.0,0.0,0,0.0,Doji,17.0,NO,LOW ★
746,SOLEX,-2.0,30.0,-5.0834,0.07,4.86,1.15,0.0,0.07,7,0.04,Accumulation,16.9,NO,LOW ★
747,SOLARWORLD,1.2,69.8,3.0649,0.91,4.17,0.06,0.0,0.09,7,0.06,Doji,16.9,NO,LOW ★
748,DREDGECORP,-0.7,39.2,-12.2092,0.24,5.03,1.03,0.0,0.07,7,0.04,—,16.9,NO,LOW ★
749,NIBE,1.4,31.0,-30.8017,0.37,5.08,1.42,0.0,0.32,7,0.19,Gap-Up,16.9,NO,LOW ★
750,STERTOOLS,2.73,48.5,-1.4942,0.47,6.32,0.75,0.0,0.29,7,0.17,Gap-Up,16.9,NO,LOW ★
751,BODALCHEM,-2.32,8.8,-0.6268,0.03,4.26,2.22,0.0,0.0,3,0.0,—,16.9,NO,LOW ★
752,STEELXIND,-1.15,26.2,-0.1507,0.21,4.79,0.53,0.0,-0.01,7,-0.01,—,16.9,NO,LOW ★
753,TARAPUR,1.23,25.3,0.0496,0.3,5.25,0.89,0.0,0.06,7,0.04,—,16.9,NO,LOW ★
754,CMPDI,1.27,60.0,-0.3576,0.75,5.04,0.66,0.0,-0.14,7,-0.08,Gap-Up,16.9,NO,LOW ★
755,BVCL,0.0,54.1,0.0714,0.61,5.41,0.73,0.0,0.0,3,0.0,Doji,16.9,NO,LOW ★
756,LCCINFOTEC,0.44,45.9,-0.0225,0.39,6.47,0.72,0.0,0.0,0,0.0,"Accumulation, Doji",16.9,NO,LOW ★
757,MOSCHIP,-0.75,69.2,2.9263,0.96,4.27,0.4,0.0,0.18,7,0.11,Gap-Up,16.9,NO,LOW ★
758,DYCL,0.57,48.1,-1.1467,0.6,4.73,0.39,0.0,0.19,7,0.12,—,16.9,NO,LOW ★
759,IKS,3.5,78.3,15.62,0.96,3.26,0.99,0.0,0.28,7,0.17,—,16.9,NO,LOW ★
760,PITTIENG,1.83,39.1,-4.6129,0.45,3.21,0.68,0.0,0.05,7,0.03,—,16.9,NO,LOW ★
761,AURUM,2.76,72.3,-0.3522,0.73,4.29,1.09,0.0,0.04,7,0.02,Gap-Up,16.9,NO,LOW ★
762,RMDRIP,2.65,57.4,0.0603,0.44,6.11,1.35,0.0,0.28,7,0.17,—,16.9,NO,LOW ★
763,PPLPHARMA,3.01,68.1,0.8751,0.89,4.3,0.42,0.0,0.14,7,0.08,—,16.9,NO,LOW ★
764,JISLJALEQS,0.28,29.5,-0.4232,0.23,4.03,1.22,0.0,0.09,7,0.05,—,16.9,NO,LOW ★
765,TREEHOUSE,-1.21,38.4,-0.0174,0.19,6.15,0.36,0.0,0.1,7,0.06,—,16.9,NO,LOW ★
766,VIRINCHI,3.42,38.4,-0.0633,0.37,4.34,1.6,0.0,0.0,7,0.0,—,16.8,NO,LOW ★
767,DCMSRIND,0.0,59.5,0.2188,0.62,6.93,0.49,0.0,0.17,4,0.1,Gap-Up,16.8,NO,LOW ★
768,SEAMECLTD,-1.3,58.8,3.4373,0.44,4.29,0.44,0.0,0.16,7,0.09,—,16.8,NO,LOW ★
769,MITTAL,-3.19,28.6,-0.0077,0.01,4.0,1.28,0.0,0.09,7,0.05,—,16.8,NO,LOW ★
770,MARALOVER,2.14,41.8,-0.2653,0.49,4.61,1.35,0.0,0.0,1,0.0,—,16.8,NO,LOW ★
771,MBAPL,1.08,14.4,-48.4222,0.14,40.76,0.58,0.0,0.2,7,0.12,"Accumulation, Doji",16.8,NO,LOW ★
772,MERCURYEV,-0.61,60.7,0.2826,0.75,3.86,0.66,0.0,0.11,7,0.07,Doji,16.8,NO,LOW ★
773,ONWARDTEC,1.5,70.6,0.3468,0.71,4.94,0.67,0.0,0.23,7,0.14,Accumulation,16.8,NO,LOW ★
774,SBCL,2.8,50.1,-7.2762,0.55,5.05,0.23,0.0,0.02,7,0.01,—,16.8,NO,LOW ★
