Rank,Symbol,Latest_Return_%,RSI,MACD_Histogram,BB_Position,ATR_%,Volume_Surge_x,Corp_Ann_Sentiment,News_Sentiment,News_Articles,Blended_Sentiment,Patterns_Detected,Surge_Prob_%,Above_Threshold,Confidence
1,JINDALPOLY,5.0,56.7,7.7175,0.81,3.97,0.89,0.0,0.1,7,0.06,Gap-Up,63.8,YES,HIGH ★★★
2,SETCO,4.95,65.2,0.4861,0.96,3.32,0.69,0.0,0.0,7,0.0,—,61.9,YES,HIGH ★★★
3,GOLDTECH,5.0,66.7,0.3897,0.74,8.36,0.22,0.0,0.1,7,0.06,Gap-Up,60.9,YES,HIGH ★★★
4,INDOTECH,5.0,78.4,11.0092,0.86,4.76,0.75,0.0,0.1,7,0.06,—,60.6,YES,HIGH ★★★
5,SETL,4.98,76.7,2.9425,0.82,6.87,0.54,0.0,0.13,7,0.08,—,60.2,YES,HIGH ★★★
6,OMAXAUTO,5.0,60.5,-0.3398,1.0,4.88,2.9,0.0,0.1,7,0.06,Breakout,57.5,YES,HIGH ★★★
7,MCLEODRUSS,4.98,27.2,-0.8218,0.25,5.31,0.51,0.0,0.11,7,0.06,—,56.5,YES,HIGH ★★★
8,GICL,5.0,33.2,0.4165,0.3,8.41,0.09,0.0,0.0,7,0.0,"Gap-Up, Accumulation",55.8,YES,HIGH ★★★
9,VLEGOV,5.0,25.2,-0.1419,0.28,5.96,0.69,0.0,0.2,7,0.12,Gap-Up,55.3,YES,HIGH ★★★
10,UNIVASTU,4.99,62.0,0.4087,1.0,5.01,3.23,0.0,0.12,7,0.07,Breakout,51.5,YES,MEDIUM ★★
11,PENINLAND,4.98,67.2,0.3276,1.0,4.55,1.34,0.0,-0.3,2,-0.18,Gap-Up,51.1,YES,MEDIUM ★★
12,IDEAFORGE,4.99,45.3,-2.174,0.74,4.84,1.99,0.0,0.29,7,0.18,—,49.0,YES,MEDIUM ★★
13,CHEMBONDCH,5.0,70.2,1.465,0.8,5.68,2.82,0.0,0.0,5,0.0,Gap-Up,48.4,YES,MEDIUM ★★
14,UTLSOLAR,4.99,80.2,4.3221,1.0,4.33,3.6,0.0,0.09,7,0.06,"Breakout, Gap-Up",48.3,YES,MEDIUM ★★
15,QPOWER,5.0,36.4,-10.7848,0.47,4.88,1.19,0.0,0.01,7,0.01,Gap-Up,46.0,YES,MEDIUM ★★
16,WABAG,4.89,62.2,-0.8234,0.8,5.24,1.26,0.0,0.14,7,0.08,—,42.5,YES,MEDIUM ★★
17,GEECEE,4.99,47.3,-1.4981,0.66,4.62,1.35,0.0,0.1,7,0.06,—,42.1,YES,MEDIUM ★★
18,SUBEXLTD,5.0,72.0,0.1076,1.0,4.69,1.27,0.0,0.23,7,0.14,Gap-Up,42.0,YES,MEDIUM ★★
19,SABEVENTS,4.9,73.1,0.2131,0.95,6.29,0.38,0.0,0.0,6,0.0,Gap-Up,41.8,YES,MEDIUM ★★
20,IZMO,4.99,41.6,-15.4807,0.5,5.42,1.98,0.0,0.22,7,0.13,"Gap-Up, Accumulation",41.7,YES,MEDIUM ★★
21,SASKEN,5.0,22.5,-53.3188,0.3,5.97,0.91,0.0,0.3,7,0.18,Gap-Up,41.6,YES,MEDIUM ★★
22,TERASOFT,4.99,40.6,-4.9443,0.32,4.79,1.8,0.0,0.22,7,0.13,Accumulation,41.5,YES,MEDIUM ★★
23,FELDVR,4.86,53.0,0.0099,0.58,7.14,0.39,0.0,0.0,2,0.0,Engulfing,41.4,YES,MEDIUM ★★
24,SHARDUL,20.0,64.4,0.2701,1.0,7.97,11.64,0.0,0.0,7,0.0,"Breakout, Gap-Up",41.1,YES,MEDIUM ★★
25,PFOCUS,5.0,63.7,4.5613,0.98,4.36,2.19,0.0,-0.09,7,-0.05,"Breakout, Gap-Up, Doji",41.0,YES,MEDIUM ★★
26,TICL,4.92,12.5,-0.407,0.17,9.85,2.01,0.0,0.14,7,0.09,—,40.9,YES,MEDIUM ★★
27,INDSWFTLAB,4.61,86.3,3.4815,0.98,4.77,0.94,0.0,0.1,6,0.06,—,40.4,YES,MEDIUM ★★
28,SHEMAROO,4.95,48.0,-1.2527,0.6,5.68,2.97,0.0,0.0,7,0.0,—,39.2,YES,MEDIUM ★★
29,NBIFIN,19.76,85.2,30.9397,1.0,3.66,6.72,0.0,0.0,1,0.0,Breakout,38.9,YES,MEDIUM ★★
30,VIPULLTD,4.56,89.7,0.3341,0.89,5.98,0.18,0.0,-0.09,7,-0.05,Gap-Up,38.9,YES,MEDIUM ★★
31,WALCHANNAG,5.18,30.1,-3.9696,0.44,6.51,1.95,0.0,0.13,7,0.08,"Gap-Up, Accumulation",38.9,YES,MEDIUM ★★
32,LLOYDSENT,4.83,51.9,-0.1087,0.8,4.7,1.42,0.0,0.16,7,0.1,—,38.3,YES,MEDIUM ★★
33,FEDDERSHOL,4.67,71.4,0.2318,0.95,6.47,0.23,0.0,0.0,2,0.0,—,36.2,YES,MEDIUM ★★
34,VIKRAMSOLR,5.22,52.2,1.1824,0.7,4.85,2.3,0.0,0.12,7,0.07,Gap-Up,36.0,YES,MEDIUM ★★
35,TARSONS,5.06,71.8,2.6796,0.87,5.81,0.14,0.0,0.08,7,0.05,—,35.8,YES,MEDIUM ★★
36,NAVKARCORP,4.87,55.2,-0.6393,0.64,5.27,1.29,0.0,0.38,6,0.22,Accumulation,35.2,YES,MEDIUM ★★
37,HEXAGON,4.82,70.2,0.9133,0.84,8.29,2.19,0.0,0.18,7,0.11,Gap-Up,35.2,YES,MEDIUM ★★
38,MANAKCOAT,4.76,59.9,0.883,0.98,4.48,1.34,0.0,0.11,7,0.07,—,35.0,YES,MEDIUM ★★
39,VAISHALI,5.0,49.2,-0.0033,0.83,5.32,1.25,0.0,0.21,7,0.13,Gap-Up,34.9,NO,LOW ★
40,HIKAL,4.78,80.9,2.5344,0.98,4.58,0.63,0.0,0.26,7,0.16,—,33.7,NO,LOW ★
41,BTML,5.67,46.7,0.0108,0.66,4.29,2.68,0.0,0.09,7,0.05,—,33.3,NO,LOW ★
42,BETA,8.06,66.8,-6.0576,1.0,6.37,2.57,0.0,0.14,7,0.09,Breakout,33.1,NO,LOW ★
43,INDIANB,9.78,50.1,0.364,0.8,2.98,4.96,0.0,0.09,7,0.05,—,33.1,NO,LOW ★
44,APOLLOPIPE,4.8,57.6,1.0621,1.0,3.49,4.65,0.0,0.11,7,0.07,Breakout,33.0,NO,LOW ★
45,SIGNATURE,4.96,61.2,9.2794,1.0,3.88,1.06,0.0,0.0,7,0.0,—,32.1,NO,LOW ★
46,PRITIKAUTO,0.82,46.2,0.0231,0.71,6.05,0.65,0.0,0.11,5,0.07,—,32.1,NO,LOW ★
47,WANBURY,4.91,68.8,0.8173,1.0,5.07,2.2,0.0,0.0,7,0.0,Breakout,31.9,NO,LOW ★
48,KANORICHEM,4.92,67.4,-0.4799,0.75,5.89,2.18,0.0,0.0,2,0.0,"Breakout, Gap-Up",31.9,NO,LOW ★
49,RUBYMILLS,4.98,74.9,1.5513,1.0,3.85,2.62,0.0,0.0,7,0.0,"Breakout, Gap-Up",31.8,NO,LOW ★
50,INDOBORAX,4.65,86.3,4.283,1.0,5.16,0.75,0.0,0.18,7,0.11,Gap-Up,31.6,NO,LOW ★
51,AEROENTER,4.25,41.2,-2.8506,0.43,6.87,0.48,0.0,0.11,7,0.07,—,31.2,NO,LOW ★
52,TDPOWERSYS,5.52,39.8,-15.5306,0.32,6.17,0.68,0.0,0.44,7,0.27,Gap-Up,30.6,NO,LOW ★
53,PERSISTENT,4.64,56.4,44.0401,0.81,3.63,1.3,0.0,0.09,7,0.06,Gap-Up,30.4,NO,LOW ★
54,BLUSPRING,5.98,54.2,-1.5767,0.63,8.18,0.53,0.0,0.19,7,0.12,Gap-Up,30.3,NO,LOW ★
55,IVALUE,5.79,67.5,2.4036,1.0,5.08,0.89,0.0,0.0,7,0.0,—,29.9,NO,LOW ★
56,RPPL,5.51,67.0,-0.0209,0.8,6.9,0.56,0.0,0.21,6,0.13,—,29.7,NO,LOW ★
57,CEWATER,10.36,50.6,-2.1417,0.68,6.28,19.84,0.0,-0.06,7,-0.04,"Gap-Up, Accumulation",29.6,NO,LOW ★
58,LANCORHOL,10.0,70.6,0.1514,1.0,4.88,7.29,0.0,0.39,4,0.23,Breakout,29.6,NO,LOW ★
59,SOTL,4.41,50.5,-0.2386,0.81,6.02,1.25,0.0,0.19,7,0.11,—,29.4,NO,LOW ★
60,EMSLIMITED,9.27,72.0,2.4282,0.85,6.34,2.72,0.0,-0.06,7,-0.03,Breakout,29.3,NO,LOW ★
61,PPAP,16.9,74.7,5.3383,1.0,5.68,11.99,0.0,0.19,7,0.12,Breakout,29.3,NO,LOW ★
62,BNALTD,-12.15,45.2,2.4134,0.14,5.13,0.51,0.0,0.0,1,0.0,—,29.3,NO,LOW ★
63,MATRIMONY,4.67,69.5,4.5458,0.88,4.35,0.36,0.0,0.18,7,0.11,Engulfing,29.2,NO,LOW ★
64,GREAVESCOT,11.12,80.6,2.9145,1.0,4.92,7.17,0.0,0.16,7,0.1,Breakout,29.1,NO,LOW ★
65,LTM,4.74,59.7,40.5065,0.91,2.98,2.79,0.0,0.1,7,0.06,Breakout,28.9,NO,LOW ★
66,STALLION,12.5,58.9,-0.2714,1.0,5.53,11.73,0.0,0.22,7,0.13,Breakout,28.8,NO,LOW ★
67,MARSONS,1.76,52.5,1.3486,0.78,4.99,2.01,0.0,0.08,7,0.05,—,28.8,NO,LOW ★
68,WHEELS,4.69,47.7,-27.2144,0.32,6.94,0.82,0.0,0.26,7,0.16,"Gap-Up, Accumulation",28.8,NO,LOW ★
69,SCANSTL,11.1,81.6,0.5643,1.0,5.85,8.52,0.0,0.0,1,0.0,Breakout,28.5,NO,LOW ★
70,RPGLIFE,7.53,91.6,46.118,1.0,4.04,5.15,0.0,0.21,7,0.12,Breakout,28.5,NO,LOW ★
71,ROSSTECH,0.07,47.9,1.3532,0.65,5.26,0.74,0.0,0.08,7,0.05,—,28.4,NO,LOW ★
72,UYFINCORP,4.66,77.6,0.1912,1.0,4.64,1.92,0.0,0.15,7,0.09,Breakout,28.3,NO,LOW ★
73,KMEW,6.35,68.6,5.6732,0.89,6.08,1.61,0.0,0.26,7,0.16,—,28.2,NO,LOW ★
74,ORCHPHARMA,-3.65,54.8,-4.9234,0.71,5.67,0.35,0.7,-0.06,7,0.24,—,28.1,NO,LOW ★
75,EIEL,7.05,71.6,1.5482,0.88,5.47,1.67,0.0,0.19,7,0.12,—,28.0,NO,LOW ★
76,AEQUS,-3.6,64.0,1.7322,0.76,6.32,0.42,0.0,0.04,7,0.03,—,27.9,NO,LOW ★
77,LLOYDSENGG,6.14,54.8,-0.4167,0.79,5.36,1.17,0.0,0.0,7,0.0,—,27.8,NO,LOW ★
78,GOCOLORS,5.08,45.6,-7.8512,0.2,6.82,2.26,0.0,0.24,7,0.14,—,27.5,NO,LOW ★
79,EXICOM,6.01,48.6,-1.6183,0.65,6.38,0.74,0.0,0.0,7,0.0,—,27.5,NO,LOW ★
80,DATAMATICS,0.0,77.7,7.0872,1.0,4.33,1.31,0.0,0.13,7,0.08,—,27.5,NO,LOW ★
81,SUVEN,3.2,77.9,6.9916,1.0,5.99,0.97,0.0,0.07,7,0.04,—,27.4,NO,LOW ★
82,SCHNEIDER,-4.78,56.2,4.0045,0.59,5.32,0.86,0.0,0.21,7,0.13,—,27.4,NO,LOW ★
83,RAYMONDREL,0.04,63.6,3.394,0.91,5.2,0.3,0.0,0.04,7,0.03,—,27.2,NO,LOW ★
84,QUADFUTURE,-3.36,51.3,-6.1803,0.39,6.54,1.49,0.0,0.12,7,0.07,—,27.2,NO,LOW ★
85,IFBIND,7.86,65.6,1.3391,1.0,3.21,7.84,0.0,0.09,7,0.06,Breakout,27.1,NO,LOW ★
86,MAXIND,4.08,44.3,-0.2227,0.69,4.25,1.95,0.0,0.09,7,0.05,—,27.0,NO,LOW ★
87,ORIENTCER,2.37,55.8,0.2629,0.97,5.34,0.56,0.0,0.06,5,0.04,Engulfing,27.0,NO,LOW ★
88,LAKPRE,-4.68,61.9,0.0834,0.6,7.71,1.21,0.0,0.0,0,0.0,—,26.9,NO,LOW ★
89,ELLEN,10.0,57.4,0.8644,0.99,3.81,5.61,0.0,0.29,7,0.17,Breakout,26.9,NO,LOW ★
90,INDOCO,2.01,71.7,1.471,1.0,4.55,1.68,0.0,0.15,7,0.09,—,26.8,NO,LOW ★
91,RELTD,-2.73,53.5,1.0266,0.72,6.23,0.34,0.0,0.16,7,0.09,—,26.8,NO,LOW ★
92,SUMICHEM,6.77,63.8,6.5619,1.0,4.39,0.33,0.0,-0.14,7,-0.09,—,26.8,NO,LOW ★
93,INOXINDIA,-1.41,53.7,-9.9937,0.77,5.3,0.34,0.0,0.12,7,0.07,—,26.8,NO,LOW ★
94,DENTA,7.13,67.6,1.251,0.79,6.34,1.18,0.0,0.22,7,0.13,—,26.6,NO,LOW ★
95,KALYANKJIL,7.48,74.2,8.3421,1.0,4.42,2.86,0.0,0.14,7,0.08,"Breakout, Gap-Up",26.5,NO,LOW ★
96,KIRLOSBROS,0.65,49.0,-16.8239,0.51,5.34,0.34,0.0,0.04,7,0.03,—,26.5,NO,LOW ★
97,KDDL,2.04,62.7,-15.1701,0.75,4.75,0.91,0.0,0.11,7,0.07,—,26.4,NO,LOW ★
98,RANEHOLDIN,1.03,61.4,1.4286,0.84,4.1,1.47,0.0,0.11,7,0.07,—,26.4,NO,LOW ★
99,SEJALLTD,4.7,35.6,-1.8598,0.57,5.07,1.49,0.0,0.0,7,0.0,Engulfing,26.3,NO,LOW ★
100,INDIANHUME,5.25,69.3,3.3219,1.0,4.74,0.62,0.0,0.29,7,0.18,—,26.2,NO,LOW ★
101,KAPSTON,10.1,74.3,2.7521,1.0,4.99,15.66,0.0,0.21,7,0.12,"Breakout, Gap-Up",26.2,NO,LOW ★
102,ZEELEARN,-0.22,51.9,-0.0897,0.62,6.45,0.56,0.0,0.13,7,0.08,Doji,26.1,NO,LOW ★
103,SGFIN,-2.8,66.7,1.9916,0.61,5.03,1.47,0.0,0.12,7,0.07,—,26.1,NO,LOW ★
104,SGL,5.01,51.5,0.0284,0.55,5.07,9.66,0.0,0.23,6,0.14,—,26.0,NO,LOW ★
105,ZYDUSWELL,3.67,69.3,2.2274,0.83,4.66,0.84,0.0,0.11,7,0.06,—,26.0,NO,LOW ★
106,NACLIND,3.86,70.0,1.6752,0.84,7.45,0.89,0.0,0.13,7,0.08,—,25.7,NO,LOW ★
107,BYKE,-0.55,42.9,0.1049,0.5,4.44,1.04,0.0,0.07,4,0.04,—,25.7,NO,LOW ★
108,VCL,4.72,52.7,0.0071,0.68,7.14,0.53,0.0,0.0,7,0.0,—,25.7,NO,LOW ★
109,AUSOMENT,2.49,71.9,1.1576,1.0,4.06,1.4,0.0,0.08,3,0.05,—,25.7,NO,LOW ★
110,GRANDOAK,-4.99,42.0,-0.4845,0.47,6.28,0.53,0.0,0.0,7,0.0,Accumulation,25.6,NO,LOW ★
111,PAYTM,6.25,90.7,19.0916,1.0,2.91,2.35,0.0,0.07,7,0.04,Breakout,25.5,NO,LOW ★
112,GODREJIND,16.28,97.0,17.8256,1.0,3.45,10.61,0.0,0.27,7,0.16,Breakout,25.4,NO,LOW ★
113,SHREEJISPG,5.42,68.1,2.3311,1.0,2.93,1.4,0.0,0.09,7,0.06,—,25.4,NO,LOW ★
114,INFOBEAN,4.77,46.5,0.2834,0.55,4.3,1.17,0.0,0.11,7,0.07,—,25.3,NO,LOW ★
115,FSL,6.9,60.0,1.5334,1.0,3.71,2.55,0.0,0.11,7,0.07,"Breakout, Gap-Up",25.3,NO,LOW ★
116,SHOPERSTOP,8.22,52.5,-1.8225,0.69,4.7,146.65,0.0,0.15,7,0.09,Engulfing,25.3,NO,LOW ★
117,JSFB,4.14,55.9,-0.6997,0.74,3.63,1.29,0.0,0.09,7,0.05,—,25.2,NO,LOW ★
118,KAUSHALYA,-5.0,63.1,22.8671,0.67,7.84,0.03,0.0,0.0,7,0.0,—,25.1,NO,LOW ★
119,DIACABS,-4.26,62.6,1.9691,0.88,5.34,0.82,0.0,0.0,7,0.0,—,25.1,NO,LOW ★
120,TCIFINANCE,1.62,21.2,-0.6166,0.28,6.85,0.5,0.0,0.04,7,0.03,Accumulation,25.1,NO,LOW ★
121,GOLDIAM,-10.11,21.6,-10.3481,0.0,7.18,10.76,0.0,0.2,7,0.12,—,25.1,NO,LOW ★
122,RAMCOSYS,-3.79,75.9,5.2804,0.69,8.56,0.38,0.0,0.0,7,0.0,Gap-Up,25.1,NO,LOW ★
123,NITTAGELA,5.32,87.0,23.4426,1.0,4.77,2.19,0.0,0.0,7,0.0,"Breakout, Gap-Up",25.0,NO,LOW ★
124,ADVAIT,0.68,34.9,-29.0664,0.3,4.58,2.02,0.0,0.09,7,0.05,"Accumulation, Doji",25.0,NO,LOW ★
125,BPL,-1.27,56.9,0.1444,0.78,6.25,0.42,0.0,0.1,7,0.06,—,24.9,NO,LOW ★
126,GVPIL,-4.69,19.8,-26.2591,0.05,6.92,0.9,0.0,0.09,7,0.06,—,24.9,NO,LOW ★
127,ALKYLAMINE,0.07,60.5,12.668,1.0,3.99,0.57,0.0,0.09,7,0.06,—,24.8,NO,LOW ★
128,VITAL,-1.79,51.5,0.6058,0.78,5.82,0.89,0.0,0.14,7,0.08,Gap-Up,24.8,NO,LOW ★
129,HAVISHA,-4.27,35.9,-0.0038,0.0,7.33,1.97,0.0,-0.13,7,-0.08,—,24.8,NO,LOW ★
130,JASH,4.19,57.4,-3.5142,0.73,5.57,3.57,0.0,0.29,7,0.18,—,24.8,NO,LOW ★
131,JAYKAY,2.64,50.6,0.2285,0.9,4.37,1.04,0.0,0.11,7,0.07,—,24.8,NO,LOW ★
132,CONFIPET,5.71,60.5,-0.3219,0.91,5.77,1.56,0.0,0.03,7,0.02,—,24.8,NO,LOW ★
133,MALLCOM,1.49,39.2,-0.9735,0.53,4.45,1.76,0.0,0.14,7,0.08,Doji,24.8,NO,LOW ★
134,ZENSARTECH,13.6,61.3,5.9121,1.0,5.23,3.11,0.0,0.01,7,0.01,Gap-Up,24.7,NO,LOW ★
135,IONEXCHANG,16.43,81.3,4.4568,1.0,4.2,31.4,0.55,0.39,7,0.45,Breakout,24.7,NO,LOW ★
136,SPARC,-4.67,66.8,1.9534,0.84,5.28,0.51,0.0,0.03,7,0.01,—,24.7,NO,LOW ★
137,NINSYS,-3.42,85.5,4.9248,0.76,5.01,0.64,0.0,0.2,7,0.12,—,24.6,NO,LOW ★
138,HEG,5.99,55.8,3.0745,0.86,3.44,3.45,0.0,0.41,7,0.24,—,24.5,NO,LOW ★
139,SHBAJRG,-5.62,39.6,-1.2349,0.0,6.65,0.96,0.0,0.0,1,0.0,"Gap-Up, Accumulation",24.4,NO,LOW ★
140,BFINVEST,9.54,61.0,0.1503,1.0,3.41,100.25,0.55,0.0,6,0.22,Breakout,24.4,NO,LOW ★
141,SHINDL,4.4,56.8,0.7753,0.85,4.98,0.92,0.0,0.0,7,0.0,—,24.3,NO,LOW ★
142,RBLBANK,4.92,50.9,-0.8551,0.92,2.86,1.63,0.0,0.08,7,0.05,—,24.3,NO,LOW ★
143,SHRIKRISH,4.68,47.4,-0.1183,0.38,9.46,71.32,0.0,0.0,7,0.0,"Gap-Up, Accumulation",24.3,NO,LOW ★
144,NDGL,7.65,61.3,26.1113,1.0,6.02,1.56,0.0,0.0,6,0.0,Gap-Up,24.3,NO,LOW ★
145,TATVA,7.04,67.1,10.3792,1.0,3.93,3.34,0.0,0.11,7,0.07,Breakout,24.2,NO,LOW ★
146,MRPL,8.56,61.9,0.5803,0.81,3.19,9.3,0.0,0.16,7,0.1,—,24.2,NO,LOW ★
147,BRIGADE,0.0,58.2,11.9287,0.96,4.94,1.45,0.0,0.21,7,0.12,—,24.2,NO,LOW ★
148,JAYAGROGN,6.88,51.8,0.4982,0.84,4.67,5.73,0.0,0.0,1,0.0,—,24.1,NO,LOW ★
149,SKYGOLD,0.09,82.2,8.9784,1.0,4.56,0.92,0.0,0.09,7,0.06,Doji,24.1,NO,LOW ★
150,SRM,4.66,53.9,-2.5809,0.49,4.28,1.92,0.0,0.07,7,0.04,Accumulation,24.1,NO,LOW ★
151,GANDHAR,5.07,73.3,1.4043,0.96,4.01,3.61,0.0,0.27,7,0.16,Breakout,24.0,NO,LOW ★
152,NRL,4.35,88.7,0.7879,0.95,4.06,2.5,0.0,0.29,7,0.17,Breakout,24.0,NO,LOW ★
153,SOLARINDS,4.93,51.8,-73.7689,0.62,3.72,1.34,0.0,0.09,7,0.05,—,23.9,NO,LOW ★
154,SHILPAMED,0.78,68.0,0.8052,0.94,4.23,0.71,0.0,0.05,7,0.03,—,23.9,NO,LOW ★
155,OFSS,4.64,84.1,72.2124,0.89,3.33,2.29,0.0,0.47,7,0.28,"Breakout, Gap-Up",23.9,NO,LOW ★
156,AEGISLOG,-1.42,68.9,-1.6996,0.66,7.17,0.47,0.0,0.2,7,0.12,—,23.8,NO,LOW ★
157,MAHASTEEL,3.9,55.4,6.4403,0.99,5.78,1.28,0.0,0.33,6,0.2,—,23.8,NO,LOW ★
158,JITFINFRA,10.0,68.3,0.5351,1.0,5.13,2.5,0.0,-0.07,7,-0.04,"Breakout, Gap-Up",23.8,NO,LOW ★
159,BLUEJET,0.0,78.7,5.2594,1.0,4.64,3.31,0.0,0.09,7,0.06,—,23.8,NO,LOW ★
160,BLISSGVS,0.03,63.7,-3.9706,0.75,5.26,0.84,0.0,0.37,7,0.22,Doji,23.8,NO,LOW ★
161,ARROWGREEN,0.91,80.4,7.2731,1.0,4.13,1.08,0.0,0.09,7,0.06,—,23.7,NO,LOW ★
162,OMAXE,4.12,67.2,1.117,1.0,6.72,0.55,0.0,0.01,7,0.0,—,23.7,NO,LOW ★
163,EIMCOELECO,-2.2,58.5,-0.3516,0.51,7.32,0.48,0.0,0.07,7,0.04,—,23.6,NO,LOW ★
164,KOTIC,6.51,63.0,2.2759,1.0,7.89,4.28,0.0,0.0,7,0.0,Breakout,23.6,NO,LOW ★
165,MARINE,4.27,50.1,-4.0163,0.37,6.14,0.86,0.0,0.11,7,0.07,—,23.6,NO,LOW ★
166,ORIENTLTD,4.72,51.1,-0.1924,0.69,3.38,1.25,0.0,0.0,0,0.0,—,23.5,NO,LOW ★
167,NEUEON,3.42,3.5,-1.2869,0.14,7.65,2.73,0.0,-0.06,7,-0.04,—,23.5,NO,LOW ★
168,PIONRINV,-3.55,38.4,-0.2381,0.0,8.91,7.45,0.0,0.0,0,0.0,—,23.5,NO,LOW ★
169,POLYPLEX,3.02,68.3,6.937,0.95,4.48,1.21,0.0,0.11,7,0.07,—,23.5,NO,LOW ★
170,BI,-2.4,63.3,0.7379,0.82,6.72,0.94,0.0,0.0,7,0.0,—,23.5,NO,LOW ★
171,CHENNPETRO,5.26,64.8,-1.525,0.86,3.23,3.16,0.0,0.17,7,0.1,—,23.4,NO,LOW ★
172,FILATFASH,0.0,40.0,0.0014,0.44,7.14,0.62,0.0,0.11,7,0.06,Gap-Up,23.4,NO,LOW ★
173,SOMATEX,5.1,70.7,2.787,1.0,6.3,1.81,0.0,-0.18,5,-0.11,"Breakout, Gap-Up, Doji",23.4,NO,LOW ★
174,PWL,-2.61,72.0,2.3138,0.87,5.67,0.32,0.0,0.09,7,0.06,—,23.4,NO,LOW ★
175,FAIRCHEMOR,-2.88,65.3,3.5209,0.69,5.45,0.6,0.0,0.0,3,0.0,—,23.3,NO,LOW ★
176,INDNIPPON,5.47,84.5,14.8037,1.0,4.3,1.92,0.0,0.02,7,0.01,"Breakout, Gap-Up",23.3,NO,LOW ★
177,PIGL,5.11,52.8,-0.2678,0.68,5.05,1.21,0.0,0.26,7,0.15,—,23.3,NO,LOW ★
178,JAYNECOIND,3.41,54.1,0.6979,0.76,4.08,0.97,0.0,0.07,7,0.04,—,23.3,NO,LOW ★
179,MUTHOOTMF,11.88,68.0,0.6228,1.0,4.85,46.02,0.0,0.0,7,0.0,"Breakout, Gap-Up",23.2,NO,LOW ★
180,KSHINTL,0.14,43.0,-9.5593,0.5,5.08,0.47,0.0,0.08,7,0.05,—,23.2,NO,LOW ★
181,NEWGEN,9.3,67.5,2.0927,1.0,3.26,68.7,0.0,0.16,7,0.1,Breakout,23.2,NO,LOW ★
182,NILE,8.58,67.9,11.4631,1.0,3.99,13.94,0.0,0.21,7,0.12,Breakout,23.2,NO,LOW ★
183,SKMEGGPROD,1.64,75.9,1.1129,0.81,6.57,0.91,0.0,0.11,7,0.06,Doji,23.2,NO,LOW ★
184,ELITECON,-8.38,5.2,-0.3895,0.0,8.64,1.49,0.0,0.0,7,0.0,Gap-Up,23.2,NO,LOW ★
185,KISSHT,2.64,60.9,1.3857,0.89,5.35,0.6,0.0,0.09,7,0.05,—,23.1,NO,LOW ★
186,VAIBHAVGBL,2.18,65.9,1.8171,1.0,3.9,1.12,0.0,0.11,7,0.07,—,23.1,NO,LOW ★
187,ESAFSFB,3.39,47.2,0.0064,0.83,5.0,3.58,0.0,0.23,7,0.14,—,23.0,NO,LOW ★
188,NELCAST,4.51,52.9,-0.0866,0.61,5.19,1.65,0.0,0.21,7,0.13,—,23.0,NO,LOW ★
189,MARKSANS,-1.77,58.4,-0.8106,0.84,4.35,0.87,0.0,0.1,7,0.06,—,23.0,NO,LOW ★
190,SUPREMEINF,-4.17,51.5,0.5525,0.58,7.12,0.91,0.0,0.0,7,0.0,—,22.9,NO,LOW ★
191,JSLL,0.24,58.8,3.0866,0.63,4.57,0.91,0.0,0.11,7,0.07,"Consolidation, Accumulation",22.9,NO,LOW ★
192,SENORES,-0.13,68.6,1.8904,0.95,4.1,0.43,0.0,0.12,7,0.07,—,22.8,NO,LOW ★
193,NKIND,11.89,56.1,0.1332,0.94,4.83,1.14,0.0,0.0,2,0.0,Gap-Up,22.8,NO,LOW ★
194,VISAKAIND,5.5,60.4,-0.0139,1.0,4.57,0.78,0.0,0.14,7,0.08,—,22.8,NO,LOW ★
195,GEMAROMA,-1.96,71.9,1.8318,0.96,5.62,0.1,0.0,0.11,7,0.06,—,22.7,NO,LOW ★
196,AKUMS,0.0,94.4,3.3786,0.93,5.02,1.11,0.0,0.35,7,0.21,—,22.7,NO,LOW ★
197,SANSERA,5.16,74.0,-4.772,0.9,3.91,1.34,0.0,0.23,7,0.14,—,22.6,NO,LOW ★
198,SIGMAADV,4.41,60.2,-7.7119,0.72,5.89,2.69,0.0,0.02,7,0.01,"Gap-Up, Accumulation, Hammer",22.6,NO,LOW ★
199,EMPOWER,-3.17,58.7,-0.003,0.48,6.31,1.49,0.0,-0.09,7,-0.05,—,22.6,NO,LOW ★
200,RHIM,4.42,66.1,4.0405,1.0,5.01,2.38,0.0,-0.15,7,-0.09,Breakout,22.6,NO,LOW ★
201,ECLERX,4.2,68.8,28.8227,1.0,4.03,0.98,0.0,-0.17,7,-0.1,—,22.6,NO,LOW ★
202,BALAMINES,2.15,62.4,12.899,1.0,5.24,0.66,0.0,-0.11,7,-0.06,Hammer,22.5,NO,LOW ★
203,XTGLOBAL,-2.93,49.2,-0.0791,0.15,8.29,1.1,0.0,0.44,7,0.26,—,22.5,NO,LOW ★
204,SAATVIKGL,-1.31,41.4,-2.8443,0.36,4.76,0.37,0.0,0.08,7,0.05,—,22.4,NO,LOW ★
205,5PAISA,-3.27,67.7,1.2558,0.66,4.53,1.51,0.0,0.0,7,0.0,—,22.4,NO,LOW ★
206,CMRGREEN,-0.51,38.8,-2.946,0.02,5.8,1.15,0.0,0.24,7,0.14,—,22.4,NO,LOW ★
207,IMFA,4.62,46.2,4.2544,0.62,3.85,1.79,0.0,0.2,7,0.12,—,22.4,NO,LOW ★
